ingles_original,portugues_traduzido,ingles_traduzido,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
He is waiting for the bus.,"Ele está esperando o ônibus.
","He is waiting for the bus.
",1,1,3,129,126,342,1,603
better safe than sorry,"Mais vale prevenir do que remediar.
","Prevention is better than cure.
",35,46,304,570,487,326,81,1849
burnt to a crisp,"Queimado(a) até virar carvão.
","Burnt to a crisp.
",1,46,154,6,326,492,205,1230
They are doing laundry in the basement.,"Eles estão lavando roupa no porão.
","They are doing laundry in the basement.
",1,1,3,84,113,66,36,304
as light as a feather,"Leve como uma pluma
","Light as a feather
",7,46,179,347,408,293,112,1392
as fit as a fiddle,"Em plena forma
","In good shape
",52,46,382,478,560,559,366,2443
They are going for a run in the morning.,"Eles vão correr de manhã.
","They will run in the morning.
",22,35,201,431,446,457,56,1648
adding insult to injury,"Para piorar as coisas
","To make matters worse
",45,46,422,509,516,340,243,2121
apple of discord,"Maçã da discórdia
","Apple of discord
",1,46,3,231,298,637,176,1392
broken dreams,"Sonhos desfeitos
","Dreams Unravelled
",33,46,277,520,517,444,200,2037
bitten by the bug,"Picado pela curiosidade.
","Bitten by curiosity.
",29,46,297,567,641,609,210,2399
blown away,"Impressionado
","Impressed
",52,46,380,523,483,544,253,2281
big shoes to fill,"Grandes responsabilidades
","Big responsibilities
",41,46,306,563,510,394,152,2012
He is cleaning the garage.,"Ele está limpando a garagem.
","He is cleaning the garage.
",1,1,3,48,148,267,1,469
She played tennis with her brother.,"Ela jogou tênis com o irmão dela.
","She played tennis with her brother.
",1,1,3,259,55,41,1,361
grasp at straws,"Aferrar-se a uma palhinha
","To clutch at straws
",29,46,189,391,576,461,204,1896
coming up roses,"Tudo vai dar certo.
","Everything will be alright.
",52,46,472,590,568,442,297,2467
The car stopped at the red light.,"O carro parou no sinal vermelho.
","The car stopped at the red light.
",1,1,3,116,115,271,1,508
They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
","They are sitting around the campfire.
",1,1,3,99,71,232,1,408
He is working out in the gym.,"Ele está malhando na academia.
","He is working out at the gym.
",10,29,20,307,183,553,92,1194
She is playing with her cat.,"Ela está brincando com seu gato.
","She is playing with her cat.
",1,1,3,241,86,167,1,500
He is fixing the car.,"Ele está consertando o carro.
","He is fixing the car.
",1,1,4,104,167,286,1,564
I like to read books in the evening.,"Gosto de ler livros à noite.
","I like to read books at night.
",23,31,89,336,300,3,1,783
They went to a museum last month.,"Eles foram a um museu no mês passado.
","They went to a museum last month.
",1,1,3,151,60,69,36,321
They went to the library to borrow books.,"Eles foram à biblioteca pegar livros emprestados.
","They went to the library to borrow books.
",1,1,3,216,130,402,36,789
flying off the handle,"Sair do sério
","To lose it
",52,46,406,617,669,639,343,2772
catch lightning in a bottle,"Capturar um raio em uma garrafa
","Catching lightning in a bottle
",13,16,37,314,390,443,62,1275
bare your soul,"Abrir o coração.
","Open your heart.
",41,46,253,447,451,114,22,1374
They met their friends at the café.,"Eles encontraram seus amigos no café.
","They met their friends at the café.
",1,1,3,181,119,65,1,371
jump the gun,"Antecipar-se
","To anticipate
",52,46,444,606,643,548,344,2683
She worked on her project all afternoon.,"Ela trabalhou no projeto a tarde toda.
","She worked on the project all afternoon.
",10,29,63,319,249,362,1,1033
bury the hatchet,"Enterrar as armas
","Bury the hatchet
",1,46,4,212,405,675,223,1566
They are watching TV in the living room.,"Eles estão assistindo TV na sala.
","They are watching TV in the living room.
",1,1,3,65,88,46,1,205
They are eating lunch together.,"Eles estão almoçando juntos.
","They are having lunch together.
",13,46,51,304,180,177,1,772
He is taking a walk around the block.,"Ele está dando uma volta no quarteirão.
","He's walking around the block.
",29,43,182,388,433,445,36,1556
hit the nail on the head,"Acertar em cheio
","Hit the bullseye
",36,46,279,594,564,599,320,2438
He sent an email to his colleague.,"Ele enviou um email para o colega dele.
","He sent an email to his colleague.
",1,1,4,236,159,73,1,475
carry a torch,"Manter acesa a chama
","Keep the flame alive.
",52,46,348,598,537,485,263,2329
They took a bus to the city center.,"Eles pegaram um ônibus para o centro da cidade.
","They took a bus downtown.
",26,42,170,397,380,124,1,1140
eat your heart out,"Morra de inveja!
","Die of envy!
",52,46,413,576,670,515,341,2613
I did the laundry yesterday.,"Eu lavei a roupa ontem.
","I washed the clothes yesterday.
",28,46,183,427,412,260,1,1357
They are taking a walk along the beach.,"Eles estão passeando na praia.
","They are walking on the beach.
",29,46,156,392,389,236,36,1284
a weight on my shoulders,"Um peso nos meus ombros.
","A weight on my shoulders.
",1,28,92,180,234,272,1,808
can't cut the mustard,"Não ter o mínimo necessário.
","Not having the bare minimum.
",48,46,372,651,636,437,300,2490
come down to earth,"Voltar à realidade
","Get back to reality
",45,46,288,451,467,107,93,1497
She is writing a letter to her friend.,"Ela está escrevendo uma carta para a amiga dela.
","She is writing a letter to her friend.
",1,1,4,78,140,86,1,311
bad apple,"Mau elemento
","Bad egg
",33,46,180,515,548,638,228,2188
apple of my eye,"Menina dos meus olhos
","Apple of my eye
",1,46,3,193,340,611,229,1423
She is making a salad for lunch.,"Ela está fazendo uma salada para o almoço.
","She is making a salad for lunch.
",1,1,4,54,74,61,1,196
He repaired the broken chair.,"Ele consertou a cadeira quebrada.
","He fixed the broken chair.
",13,25,72,367,277,109,1,864
icing on the cake,"Cereja no topo do bolo
","The icing on the cake
",7,16,76,353,197,535,74,1258
She went to the dentist for a check-up.,"Ela foi ao dentista para uma revisão.
","She went to the dentist for a check-up.
",1,1,3,178,127,414,16,740
armed to the teeth,"Armado até os dentes
","Armed to the teeth
",1,46,3,4,157,384,161,756
Water boils at 100°C.,"A água ferve a 100°C.
","Water boils at 100°C.
",1,1,3,44,1,1,1,52
red herring,"Cortina de fumaça
","Smoke screen
",52,46,390,610,666,63,277,2104
have a lot on your plate,"Estar com muito trabalho.
","I'm swamped.
",52,46,460,540,624,680,385,2787
a clean slate,"Um recomeço.
","A fresh start.
",41,46,300,496,442,184,55,1564
feeding the fire,"Alimentando o fogo
","Feeding the fire
",1,46,4,217,253,455,116,1092
finding a needle in a haystack,"Procurar uma agulha no palheiro
","Looking for a needle in a haystack.
",18,27,124,383,418,410,123,1503
She is shopping for groceries.,"Ela está comprando mantimentos.
","She is buying groceries.
",24,46,69,358,252,305,1,1055
born with a silver spoon,"Nascido em berço de ouro.
","Born with a silver spoon in their mouth.
",17,44,209,412,468,635,283,2068
let the cat out of the bag,"Revelar um segredo
","To reveal a secret
",52,46,438,620,622,176,261,2215
black mark,"Mancha negra
","Black stain
",33,46,212,456,449,404,124,1724
call it a day,"Dar o dia por encerrado.
","Call it a day.
",1,46,147,11,251,469,1,926
batten down the hatches,"Arriar as escotilhas
","Secure the hatches.
",29,46,238,420,464,489,232,1918
call it a night,"Vamos parar por hoje.
","Let's call it a day.
",28,46,268,495,509,316,39,1701
I worked on my computer for two hours.,"Eu trabalhei no meu computador por duas horas.
","I worked on my computer for two hours.
",1,1,3,96,24,245,36,406
man of the hour,"O homem do momento
","Man of the moment
",19,46,160,374,369,412,76,1456
from the bottom of my heart,"Do fundo do meu coração
","From the bottom of my heart
",1,6,1,25,172,59,1,265
beat around the bush,"Ficar enrolando
","To stall
",52,46,370,655,663,644,393,2823
go the extra mile,"Ir além
","Go beyond
",41,46,317,514,472,573,137,2100
down to earth,"Pé no chão
","Down to earth
",1,46,3,85,205,278,57,675
They are chatting in the living room.,"Eles estão conversando na sala.
","They are talking in the living room.
",10,23,24,293,317,145,1,813
The dog ran across the yard.,"O cachorro correu pelo quintal.
","The dog ran through the yard.
",11,46,25,370,275,358,53,1138
bigger fish to fry,"Problemas maiores para resolver
","Bigger problems to solve.
",33,46,298,621,565,252,61,1876
climbing the walls,"Subindo pelas paredes
","Climbing the walls
",1,46,3,242,394,311,36,1033
as clear as day,"Claro como o dia.
","Clear as day.
",10,46,211,320,248,543,141,1519
like a fish out of water,"Como peixe fora d'água
","Like a fish out of water
",1,6,3,134,226,138,1,509
"like father, like son","Tal pai, tal filho.
","Like father, like son.
",1,28,111,256,290,405,76,1167
blaze a trail,"Abrir caminho
","Make way
",52,46,362,632,584,423,260,2359
dare to dream,"Ouse sonhar
","Dare to dream
",1,46,2,275,347,542,28,1241
at your wit’s end,"No fim da paciência
","At the end of patience
",37,46,296,574,526,369,179,2027
a piece of cake,"Coisa fácil
","Easy peasy
",52,46,386,684,593,171,108,2040
call the shots,"Dar as cartas
","Deal the cards
",41,46,269,564,587,381,193,2081
close call,"Por pouco.
","Close call.
",1,46,175,102,310,659,186,1479
against the clock,"Contra o tempo
","Against time
",38,46,265,467,617,150,41,1624
eye of the storm,"Olho do furacão
","Eye of the storm
",1,46,3,224,266,333,1,874
don't count your chickens before they hatch,"Não conte com o ovo no cu da galinha.
","Don't count your chickens before they hatch.
",1,14,66,95,304,646,103,1229
They are having a family gathering at home.,"Eles estão fazendo uma reunião familiar em casa.
","They are having a family gathering at home.
",1,1,3,246,53,156,36,496
big time,"Em grande estilo
","In style
",52,46,465,663,585,430,312,2553
a drop in the ocean,"Uma gota no oceano
","A drop in the ocean
",1,16,3,31,200,480,69,800
big fish in a small pond,"Peixe grande em lago pequeno
","Big fish in a small pond
",1,6,5,267,204,11,1,495
She studied for the test all week.,"Ela estudou para a prova a semana toda.
","She studied for the test all week.
",1,1,3,123,131,243,1,503
against all odds,"Contra todas as probabilidades
","Against all odds
",1,46,3,2,218,55,1,326
hit the nail on the head,"Acertar em cheio
","To hit the mark
",38,46,278,550,575,605,365,2457
back against the wall,"Encurralado
","Cornered
",52,46,464,638,644,608,324,2776
They watched the sunrise at the beach.,"Eles assistiram o nascer do sol na praia.
","They watched the sunrise on the beach.
",10,29,12,325,185,216,1,778
butter wouldn't melt,"Não seria capaz de fazer mal a uma mosca.
","They wouldn't hurt a fly.
",38,46,272,629,616,473,352,2426
a taste of their own medicine,"Provar do próprio veneno
","To taste one's own medicine
",33,46,240,416,436,428,73,1672
She is organizing her closet.,"Ela está organizando o armário dela.
","She is organizing her closet.
",1,1,3,50,20,197,1,273
She went to the gym for a workout.,"Ela foi à academia para treinar.
","She went to the gym to work out.
",25,32,150,384,333,218,1,1143
dropping like flies,"Caindo como moscas
","Dropping like flies
",1,46,3,56,311,615,150,1182
a taste of freedom,"Um gostinho de liberdade.
","A taste of freedom.
",1,46,158,114,178,34,1,532
hold your horses,"Calma aí!
","Hold on!
",38,46,440,561,562,248,224,2119
The weather is very cold today.,"O tempo está muito frio hoje.
","The weather is very cold today.
",1,1,2,211,57,88,1,361
blood runs cold,"O sangue gela.
","My blood runs cold.
",10,46,233,288,229,614,184,1604
don't cry over spilled milk,"Não chore pelo leite derramado.
","Don't cry over spilled milk.
",1,28,91,27,306,249,1,703
back to basics,"De volta ao básico
","Back to basics
",1,46,3,286,19,62,1,418
go the extra mile,"Ir além do esperado
","Go above and beyond.
",45,46,378,535,474,511,12,2001
carved in stone,"Esculpido em pedra
","Carved in stone
",1,46,3,191,122,313,1,677
She brushed her teeth before bed.,"Ela escovou os dentes antes de dormir.
","She brushed her teeth before bed.
",1,1,3,35,33,178,1,252
chip off the old block,"Filho de peixe, peixinho é.
","Like father, like son.
",52,46,450,673,691,663,398,2973
cat nap,"Cochilo.
","Nap.
",23,46,336,533,448,562,286,2234
chip on your shoulder,"Rancor
","Grudge
",52,46,452,591,664,598,381,2784
as gentle as a lamb,"Tão dócil quanto um cordeiro.
","As gentle as a lamb.
",1,28,120,115,354,403,98,1119
They went to a theme park for the day.,"Eles foram a um parque temático passar o dia.
","They went to a theme park for the day.
",1,1,3,222,80,172,37,516
burn the midnight oil,"Queimar pestanas
","Burn the midnight oil
",1,46,4,279,308,670,132,1440
blind leading the blind,"Um cego guiando outro cego.
","A blind man leading another blind man.
",31,46,270,481,485,519,3,1835
blue in the face,"Exausto de tanto falar/fazer
","Tired of talking/doing so much.
",52,46,463,646,640,446,387,2680
She is taking a picture of the flowers in the garden.,"Ela está tirando uma foto das flores no jardim.
","She is taking a picture of the flowers in the garden.
",1,1,3,252,105,285,36,683
They are having a barbecue in the garden.,"Eles estão fazendo um churrasco no jardim.
","They are having a barbecue in the garden.
",1,1,3,97,40,113,36,291
jump the gun,"Antecipar-se
","To anticipate
",52,46,444,606,643,548,344,2683
They are walking through the city streets.,"Eles estão caminhando pelas ruas da cidade.
","They are walking through the city streets.
",1,1,5,150,79,325,1,562
She reads a book every night.,"Ela lê um livro todas as noites.
","She reads a book every night.
",1,1,3,149,13,32,1,200
chained to the desk,"Preso à mesa
","Stuck to the table
",33,46,228,524,503,618,217,2169
He did some gardening in the afternoon.,"Ele fez jardinagem à tarde.
","He gardened in the afternoon.
",23,38,192,418,381,344,36,1432
They enjoyed a picnic in the park.,"Eles aproveitaram um piquenique no parque.
","They enjoyed a picnic in the park.
",1,1,3,223,76,257,1,562
dive in headfirst,"Mergulhar de cabeça
","To dive in headfirst
",10,46,100,390,388,524,203,1661
have the upper hand,"Levar vantagem
","To gain an advantage
",52,46,377,454,541,496,236,2202
She is ironing her clothes.,"Ela está passando suas roupas.
","She is ironing her clothes.
",1,1,3,21,85,229,11,351
He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
","He plays soccer every weekend.
",1,1,3,105,2,154,1,267
at the drop of a hat,"Imediatamente
","Immediately
",52,46,446,595,638,387,342,2506
have a heart of stone,"Ter um coração de pedra.
","To have a heart of stone.
",5,21,188,385,357,151,67,1174
He worked on his computer for hours.,"Ele trabalhou no computador por horas.
","He worked on the computer for hours.
",10,29,57,315,231,294,1,937
airing dirty laundry,"Expor a roupa suja.
","Air the dirty laundry.
",29,46,245,541,431,579,90,1961
dead in the water,"*   **Em dificuldades**
","**In trouble**
",41,46,461,579,598,355,360,2440
another string to your bow,"Outra arma no seu arco.
","Another arrow in your quiver.
",37,46,237,466,536,549,240,2111
"easy come, easy go","Fácil vem, fácil vai.
","Easy come, easy go.
",1,28,114,64,177,397,96,877
bend over backwards,"Se esforçar ao máximo
","Try your best
",52,46,436,526,648,494,356,2558
bolt from the blue,"Raio em céu azul
","Lightning in a clear sky
",52,46,337,624,505,372,207,2143
dropping the ball,"Deixar a peteca cair
","To drop the ball
",29,46,145,439,416,456,117,1648
born with a silver spoon,"Nascer em berço de ouro.
","Born with a silver spoon in one's mouth.
",21,44,220,407,490,661,254,2097
as plain as day,"Claro como o dia.
","Clear as day.
",29,46,250,411,383,543,142,1804
like a fish to water,"Como peixe na água.
","Like a fish in water.
",13,46,200,442,399,157,71,1328
change your tune,"Mudar o discurso
","Change the narrative
",41,46,295,538,479,123,36,1558
adding fuel to the fire,"Botando lenha na fogueira.
","Adding fuel to the fire.
",1,28,121,263,336,331,1,1081
They are playing board games in the living room.,"Eles estão jogando jogos de tabuleiro na sala de estar.
","They are playing board games in the living room.
",1,1,3,173,100,135,1,414
dying to know,"Morrendo de curiosidade.
","Dying to know.
",1,46,163,1,274,552,25,1062
She is making a smoothie for breakfast.,"Ela está fazendo um smoothie para o café da manhã.
","She's making a smoothie for breakfast.
",10,13,35,285,223,96,1,663
in the same boat,"Na mesma situação
","In the same situation
",19,46,230,483,422,291,111,1602
better late than never,"Antes tarde do que nunca.
","Better late than never.
",1,46,151,39,152,43,14,446
frog in your throat,"Garganta seca
","Dry throat
",41,46,331,589,550,655,304,2516
down in the dumps,"Para baixo astral
","Down in the dumps
",1,46,3,37,270,640,174,1171
blood is thicker than water,"Sangue é mais espesso que água.
","Blood is thicker than water.
",1,28,79,18,99,15,1,241
as high as a kite,"Chapado
","Stoned
",52,46,462,674,672,568,397,2871
foot in the door,"Pé na porta
","Foot in the door
",1,46,3,28,215,436,136,865
crying over spilled milk,"Chorar sobre o leite derramado.
","Don't cry over spilled milk.
",28,46,234,462,454,668,323,2215
He is studying for his exams.,"Ele está estudando para as provas.
","He is studying for the exams.
",11,30,67,324,293,295,1,1021
darkest before dawn,"A noite mais escura precede a alvorada.
","The darkest night is just before the dawn.
",31,46,247,455,402,322,33,1536
They are taking a family vacation.,"Eles estão de férias em família.
","They are on a family vacation.
",11,30,68,300,246,162,76,893
cat got your tongue,"O gato comeu sua língua.
","The cat got your tongue.
",7,28,194,379,393,528,134,1663
barking up the wrong tree,"Estar enganado.
","To be mistaken.
",52,46,418,519,684,582,314,2615
bird's eye view,"Vista panorâmica
","Panoramic view
",41,46,313,449,477,7,65,1398
by a long shot,"De longe
","From afar
",52,46,425,552,619,392,169,2255
add insult to injury,"Piorar as coisas
","Make things worse.
",52,46,417,482,499,441,257,2194
